txn_id,txn_date,txn_month,txn_quarter,txn_year,day_of_week,product_name,category,qty_purchased,unit_price_ngn,total_ngn,store_city,payment_method,customer_age_group,customer_gender,uci_invoice_no,uci_stock_code,data_source
TXN0011361,2023-01-06,1,1,2023,Friday,NAN Optipro 400g,Baby & Infant,12,1062,12744,Aba,Bank Transfer,46-60,M,540359,21915,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011362,2024-08-12,8,3,2024,Monday,Cornedbeef 340g,Canned & Packaged Foods,1,1385,1385,Owerri,POS,26-35,M,563195,22132,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011363,2022-02-28,2,1,2022,Monday,Omo Detergent 1kg,Personal Care,2,7225,14450,Ibadan,Cash,26-35,F,545081,22799,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011364,2024-01-31,1,1,2024,Wednesday,Pringles Original 150g,Snacks & Confectionery,2,1385,2770,Owerri,Cash,36-45,F,542664,21900,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011365,2022-10-21,10,4,2022,Friday,Pringles Original 150g,Snacks & Confectionery,12,331,3972,Uyo,Cash,60+,F,572229,23376,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011366,2023-11-23,11,4,2023,Thursday,Pampers Small 36pk,Baby & Infant,4,4207,16828,Benin City,Cash,60+,F,578104,23355,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011367,2022-12-01,12,4,2022,Thursday,Eggs Crate 30,Fresh & Perishable,5,10591,52955,Aba,Cash,60+,F,580115,23534,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011368,2023-12-02,12,4,2023,Saturday,Eggs Crate 30,Fresh & Perishable,3,3612,10836,Ilorin,Cash,26-35,F,580305,22960,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011369,2022-06-07,6,2,2022,Tuesday,Palm Oil 4L,Condiments & Seasonings,5,467,2335,Uyo,POS,18-25,M,555857,84992,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011370,2024-01-23,1,1,2024,Tuesday,Hollandia Yoghurt 1L,Beverages,1,1785,1785,Abuja,Cash,26-35,F,541849,85038,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011371,2023-09-08,9,3,2023,Friday,NAN Optipro 400g,Baby & Infant,12,1062,12744,Jos,Bank Transfer,26-35,F,565930,22559,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011372,2024-03-07,3,1,2024,Thursday,Gala Sausage Roll,Snacks & Confectionery,12,807,9684,Enugu,Cash,26-35,M,545725,84970L,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011373,2023-12-12,12,4,2023,Tuesday,Cornedbeef 340g,Canned & Packaged Foods,4,2167,8668,Jos,Cash,46-60,M,538513,22110,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011374,2023-09-28,9,3,2023,Thursday,Pringles Original 150g,Snacks & Confectionery,1,1062,1062,Kaduna,Bank Transfer,36-45,M,568712,84836,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011375,2024-07-05,7,3,2024,Friday,Peak Milk Tin 400g,Beverages,1,1385,1385,Onitsha,POS,60+,F,559052,20615,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011376,2023-05-27,5,2,2023,Saturday,Dettol Antiseptic 500ml,Personal Care,10,5737,57370,Warri,Cash,26-35,F,554906,23284,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011377,2024-03-22,3,1,2024,Friday,Hollandia Yoghurt 1L,Beverages,3,1657,4971,Lagos,Cash,60+,F,547358,22434,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011378,2022-11-27,11,4,2022,Sunday,Beans Brown 5kg,Grains & Cereals,1,1785,1785,Abuja,Cash,26-35,F,578944,22380,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011379,2022-12-03,12,4,2022,Saturday,Cerelac Wheat 400g,Baby & Infant,1,1411,1411,Jos,Bank Transfer,18-25,F,536865,22132,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011380,2023-09-09,9,3,2023,Saturday,Bleach 1L,Household Essentials,6,3187,19122,Lagos,Cash,26-35,M,566193,21218,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011381,2022-11-23,11,4,2022,Wednesday,Coca-Cola Crate 24,Beverages,1,14407,14407,Benin City,POS,60+,F,578146,22847,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011382,2024-06-01,6,2,2024,Saturday,Milo 400g,Beverages,2,4921,9842,Kaduna,Cash,26-35,M,555275,85123A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011383,2022-01-27,1,1,2022,Thursday,Omo Detergent 1kg,Personal Care,2,705,1410,Onitsha,Cash,26-35,F,542344,22718,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011384,2022-05-23,5,2,2022,Monday,Egusi Ground 500g,Condiments & Seasonings,5,1062,5310,Benin City,Bank Transfer,26-35,F,554202,21126,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011385,2022-10-13,10,4,2022,Thursday,Plantain Bunch,Fresh & Perishable,2,3510,7020,Onitsha,Cash,26-35,M,571061,22141,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011386,2024-06-26,6,2,2024,Wednesday,Tissue Paper 12 rolls,Household Essentials,1,4207,4207,Benin City,Cash,26-35,F,558107,47566B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011387,2022-05-27,5,2,2022,Friday,Peak Milk Tin 400g,Beverages,12,1402,16824,Owerri,Cash,18-25,M,554860,23300,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011388,2022-11-21,11,4,2022,Monday,Beans Brown 5kg,Grains & Cereals,1,3357,3357,Lagos,Cash,46-60,F,577778,71477,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011389,2023-09-25,9,3,2023,Monday,Gino Tomatoes 400g,Canned & Packaged Foods,12,1062,12744,Port Harcourt,Cash,18-25,M,568202,20978,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011390,2023-10-14,10,4,2023,Saturday,Bleach 1L,Household Essentials,4,4207,16828,Port Harcourt,Cash,60+,M,571247,23245,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011391,2023-01-21,1,1,2023,Saturday,Pampers Small 36pk,Baby & Infant,2,3510,7020,Kaduna,Bank Transfer,26-35,M,541830,21043,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011392,2024-08-11,8,3,2024,Sunday,Tissue Paper 12 rolls,Household Essentials,12,357,4284,Kaduna,POS,26-35,F,563021,22999,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011393,2024-12-13,12,4,2024,Friday,Rice 50kg,Grains & Cereals,1,365,365,Enugu,Cash,26-35,M,538566,16236,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011394,2023-02-27,2,1,2023,Monday,Indomie Noodles 70g,Snacks & Confectionery,5,2507,12535,Jos,Bank Transfer,26-35,M,545065,21937,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011395,2022-02-23,2,1,2022,Wednesday,Milo 400g,Beverages,8,1657,13256,Ibadan,Cash,18-25,M,544702,47591D,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011396,2023-11-08,11,4,2023,Wednesday,Bleach 1L,Household Essentials,1,1385,1385,Port Harcourt,Bank Transfer,36-45,F,574950,22754,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011397,2023-04-08,4,2,2023,Saturday,Tomato Paste 400g,Condiments & Seasonings,10,1657,16570,Abuja,Cash,60+,M,549424,21931,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011398,2024-10-03,10,4,2024,Thursday,Huggies Medium 32pk,Baby & Infant,12,331,3972,Uyo,Cash,26-35,F,569253,21980,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011399,2022-05-10,5,2,2022,Tuesday,Geisha Sardines 125g,Canned & Packaged Foods,2,6757,13514,Jos,Bank Transfer,46-60,F,552708,21523,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011400,2022-10-10,10,4,2022,Monday,Pampers Small 36pk,Baby & Infant,3,4207,12621,Ibadan,Cash,36-45,M,570410,22138,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011401,2024-03-02,3,1,2024,Saturday,Golden Penny Spaghetti 500g,Pasta & Noodles,12,357,4284,Abuja,Bank Transfer,26-35,F,545419,22027,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011402,2024-09-14,9,3,2024,Saturday,Peak Milk Tin 400g,Beverages,6,2507,15042,Enugu,POS,36-45,F,566669,22086,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011403,2022-11-23,11,4,2022,Wednesday,Fresh Tomatoes 1kg,Fresh & Perishable,10,1402,14020,Benin City,Bank Transfer,26-35,F,578243,23206,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011404,2022-11-06,11,4,2022,Sunday,Gino Tomatoes 400g,Canned & Packaged Foods,12,1062,12744,Enugu,Bank Transfer,26-35,F,574587,84970L,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011405,2022-09-08,9,3,2022,Thursday,Plantain Bunch,Fresh & Perishable,4,5312,21248,Jos,Bank Transfer,36-45,F,565921,23401,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011406,2024-02-28,2,1,2024,Wednesday,Indomie Noodles 70g,Snacks & Confectionery,10,1657,16570,Ibadan,Cash,60+,F,545085,22385,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011407,2024-11-18,11,4,2024,Monday,Bleach 1L,Household Essentials,3,4207,12621,Enugu,Bank Transfer,36-45,M,577171,22139,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011408,2023-11-14,11,4,2023,Tuesday,Chin-Chin 500g,Snacks & Confectionery,12,671,8052,Benin City,Cash,46-60,F,576180,21108,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011409,2024-04-21,4,2,2024,Sunday,Garri Yellow 10kg,Grains & Cereals,2,705,1410,Warri,Cash,26-35,M,550987,21096,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011410,2022-08-21,8,3,2022,Sunday,Garri Yellow 10kg,Grains & Cereals,2,5907,11814,Abuja,Cash,46-60,F,563924,21625,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011411,2022-01-31,1,1,2022,Monday,Cerelac Wheat 400g,Baby & Infant,2,2796,5592,Abuja,Bank Transfer,26-35,F,542622,21654,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011412,2023-07-29,7,3,2023,Saturday,Onions 1kg,Fresh & Perishable,12,1062,12744,Benin City,Cash,36-45,M,561715,23347,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011413,2023-09-18,9,3,2023,Monday,Omo Detergent 1kg,Personal Care,1,2507,2507,Ilorin,Bank Transfer,36-45,F,567185,85123A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011414,2022-12-13,12,4,2022,Tuesday,Pampers Small 36pk,Baby & Infant,2,7225,14450,Ilorin,Bank Transfer,36-45,M,538541,22624,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011415,2022-11-27,11,4,2022,Sunday,Pringles Original 150g,Snacks & Confectionery,1,1062,1062,Onitsha,Cash,60+,M,578944,21592,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011416,2022-09-09,9,3,2022,Friday,Rice 50kg,Grains & Cereals,4,1768,7072,Ilorin,POS,46-60,M,566164,21213,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011417,2024-04-18,4,2,2024,Thursday,Omo Detergent 1kg,Personal Care,3,722,2166,Benin City,Cash,36-45,F,550467,16016,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011418,2024-08-30,8,3,2024,Friday,Chin-Chin 500g,Snacks & Confectionery,2,14135,28270,Benin City,Bank Transfer,46-60,M,564840,23080,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011419,2023-11-25,11,4,2023,Saturday,Bleach 1L,Household Essentials,10,1768,17680,Warri,POS,26-35,M,578805,21928,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011420,2023-06-06,6,2,2023,Tuesday,Chin-Chin 500g,Snacks & Confectionery,1,4207,4207,Kano,Cash,26-35,F,555728,22649,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011421,2022-11-16,11,4,2022,Wednesday,Palm Oil 2L,Cooking Oils & Fats,12,357,4284,Abuja,Cash,18-25,M,576657,23695,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011422,2023-12-20,12,4,2023,Wednesday,Egusi Ground 500g,Condiments & Seasonings,1,1088,1088,Benin City,Cash,26-35,M,539595,21976,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011423,2023-07-21,7,3,2023,Friday,Pringles Original 150g,Snacks & Confectionery,6,1657,9942,Enugu,Cash,26-35,M,560828,35637A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011424,2024-10-30,10,4,2024,Wednesday,Eggs Crate 30,Fresh & Perishable,12,3612,43344,Warri,Cash,18-25,F,573374,22114,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011425,2023-11-22,11,4,2023,Wednesday,Tomato Paste 400g,Condiments & Seasonings,8,1657,13256,Kaduna,Bank Transfer,26-35,F,578008,47591D,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011426,2024-07-06,7,3,2024,Saturday,Geisha Sardines 125g,Canned & Packaged Foods,2,1785,3570,Aba,Bank Transfer,26-35,M,559132,22747,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011427,2022-06-09,6,2,2022,Thursday,Bleach 1L,Household Essentials,4,3527,14108,Port Harcourt,Cash,46-60,F,556241,23141,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011428,2023-10-06,10,4,2023,Friday,Pringles Original 150g,Snacks & Confectionery,12,1402,16824,Uyo,POS,46-60,F,569729,23321,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011429,2022-09-11,9,3,2022,Sunday,Tomato Paste 400g,Condiments & Seasonings,6,246,1476,Uyo,Cash,60+,F,566279,85111,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011430,2022-11-22,11,4,2022,Tuesday,Wheat Flour 5kg,Grains & Cereals,2,2167,4334,Benin City,Bank Transfer,26-35,F,577938,22931,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011431,2024-07-12,7,3,2024,Friday,Pringles Original 150g,Snacks & Confectionery,1,1062,1062,Kaduna,Cash,26-35,M,559807,23160,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011432,2023-10-11,10,4,2023,Wednesday,Coca-Cola Crate 24,Beverages,1,7046,7046,Abuja,Cash,18-25,F,570688,23238,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011433,2024-12-22,12,4,2024,Sunday,Hollandia Yoghurt 1L,Beverages,8,1657,13256,Kaduna,POS,36-45,F,539761,20704,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011434,2023-10-18,10,4,2023,Wednesday,Beans Brown 5kg,Grains & Cereals,6,3187,19122,Kano,POS,46-60,F,571670,22978,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011435,2023-04-13,4,2,2023,Thursday,Vegetable Oil 5L,Cooking Oils & Fats,6,2167,13002,Abuja,Cash,26-35,F,549914,22896,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011436,2022-11-03,11,4,2022,Thursday,Tissue Paper 12 rolls,Household Essentials,12,1062,12744,Lagos,POS,36-45,F,574284,23333,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011437,2022-03-02,3,1,2022,Wednesday,Omo Detergent 1kg,Personal Care,8,3187,25496,Owerri,Bank Transfer,26-35,F,545344,21912,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011438,2024-11-10,11,4,2024,Sunday,Milo 400g,Beverages,12,705,8460,Uyo,POS,26-35,F,575514,23353,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011439,2024-02-14,2,1,2024,Wednesday,Onions 1kg,Fresh & Perishable,10,1402,14020,Kaduna,Bank Transfer,26-35,F,543828,20726,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011440,2023-01-31,1,1,2023,Tuesday,Custard Powder 400g,Canned & Packaged Foods,4,2091,8364,Abuja,Bank Transfer,26-35,F,542664,22297,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011441,2022-11-08,11,4,2022,Tuesday,Cornedbeef 340g,Canned & Packaged Foods,12,722,8664,Abuja,Cash,18-25,F,575066,22792,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011442,2024-11-20,11,4,2024,Wednesday,Pampers Small 36pk,Baby & Infant,4,4207,16828,Ilorin,Bank Transfer,26-35,F,577477,22835,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011443,2022-05-24,5,2,2022,Tuesday,Garri Yellow 10kg,Grains & Cereals,12,1436,17232,Kaduna,POS,60+,M,554494,84879,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011444,2024-09-02,9,3,2024,Monday,Milo 400g,Beverages,1,1385,1385,Lagos,Bank Transfer,46-60,M,565234,22703,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011445,2023-05-26,5,2,2023,Friday,Cornedbeef 340g,Canned & Packaged Foods,12,3187,38244,Port Harcourt,Cash,26-35,F,554818,23082,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011446,2024-10-16,10,4,2024,Wednesday,Coca-Cola Crate 24,Beverages,9,2507,22563,Benin City,Cash,26-35,F,571279,85123A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011447,2023-11-10,11,4,2023,Friday,Tomato Paste 400g,Condiments & Seasonings,1,10625,10625,Owerri,Cash,26-35,M,575504,23111,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011448,2024-10-21,10,4,2024,Monday,Gala Sausage Roll,Snacks & Confectionery,12,1062,12744,Uyo,Cash,60+,F,572182,21892,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011449,2024-06-14,6,2,2024,Friday,Cornedbeef 340g,Canned & Packaged Foods,2,2167,4334,Enugu,Bank Transfer,18-25,F,556784,84012,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011450,2023-12-05,12,4,2023,Tuesday,Golden Penny Spaghetti 500g,Pasta & Noodles,12,824,9888,Warri,Cash,26-35,F,580729,22944,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011451,2022-01-20,1,1,2022,Thursday,Gala Sausage Roll,Snacks & Confectionery,1,4216,4216,Lagos,Bank Transfer,46-60,F,541695,21561,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011452,2024-05-22,5,2,2024,Wednesday,Plantain Bunch,Fresh & Perishable,2,1232,2464,Jos,Bank Transfer,46-60,F,554098,22897,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011453,2023-11-08,11,4,2023,Wednesday,Vegetable Oil 5L,Cooking Oils & Fats,1,5312,5312,Abuja,POS,26-35,F,575087,23406,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011454,2022-04-06,4,2,2022,Wednesday,Omo Detergent 1kg,Personal Care,1,1657,1657,Enugu,Cash,18-25,F,549101,22150,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011455,2022-07-31,7,3,2022,Sunday,Cornedbeef 340g,Canned & Packaged Foods,12,671,8052,Jos,Cash,26-35,M,561863,21530,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011456,2024-09-29,9,3,2024,Sunday,Cornedbeef 340g,Canned & Packaged Foods,2,1062,2124,Kaduna,Cash,18-25,F,568991,22731,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011457,2024-02-22,2,1,2024,Thursday,Bleach 1L,Household Essentials,12,467,5604,Benin City,Bank Transfer,46-60,F,544638,21212,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011458,2023-11-22,11,4,2023,Wednesday,Pampers Small 36pk,Baby & Infant,6,1062,6372,Owerri,Cash,26-35,M,578041,23061,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011459,2023-09-13,9,3,2023,Wednesday,Chin-Chin 500g,Snacks & Confectionery,12,1402,16824,Lagos,Bank Transfer,46-60,F,566482,23209,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011460,2023-02-22,2,1,2023,Wednesday,Huggies Medium 32pk,Baby & Infant,2,5057,10114,Lagos,Bank Transfer,36-45,F,544634,47567B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011461,2024-01-24,1,1,2024,Wednesday,Garri Yellow 10kg,Grains & Cereals,1,4921,4921,Uyo,Cash,46-60,M,541869,22413,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011462,2022-06-22,6,2,2022,Wednesday,Huggies Medium 32pk,Baby & Infant,1,1402,1402,Lagos,Bank Transfer,36-45,F,557787,23089,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011463,2023-07-08,7,3,2023,Saturday,NAN Optipro 400g,Baby & Infant,7,3510,24570,Benin City,POS,26-35,M,559491,22386,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011464,2023-08-02,8,3,2023,Wednesday,Pampers Small 36pk,Baby & Infant,8,1062,8496,Aba,Cash,60+,M,562045,23296,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011465,2022-05-12,5,2,2022,Thursday,Gino Tomatoes 400g,Canned & Packaged Foods,4,4207,16828,Kano,POS,26-35,M,552969,22430,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011466,2022-01-07,1,1,2022,Friday,Gino Tomatoes 400g,Canned & Packaged Foods,6,1912,11472,Onitsha,Bank Transfer,36-45,F,540463,21578,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011467,2022-03-21,3,1,2022,Monday,Golden Penny Spaghetti 500g,Pasta & Noodles,6,2167,13002,Benin City,Bank Transfer,60+,F,547102,22276,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011468,2022-07-18,7,3,2022,Monday,Palm Oil 4L,Condiments & Seasonings,1,705,705,Lagos,Cash,36-45,M,560434,21942,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011469,2024-11-11,11,4,2024,Monday,Rice 50kg,Grains & Cereals,1,16966,16966,Aba,Cash,26-35,M,575875,23397,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011470,2024-09-04,9,3,2024,Wednesday,Dangote Noodles 70g,Pasta & Noodles,3,4207,12621,Abuja,Bank Transfer,26-35,F,565451,22617,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011471,2023-03-30,3,1,2023,Thursday,Hollandia Yoghurt 1L,Beverages,5,2091,10455,Abuja,Bank Transfer,18-25,F,548373,22178,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011472,2024-07-04,7,3,2024,Thursday,Geisha Sardines 125g,Canned & Packaged Foods,1,1385,1385,Owerri,Cash,36-45,F,558774,20724,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011473,2024-01-07,1,1,2024,Sunday,Vegetable Oil 5L,Cooking Oils & Fats,1,2856,2856,Kano,Cash,26-35,F,540468,21002,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011474,2022-09-25,9,3,2022,Sunday,Rice 50kg,Grains & Cereals,4,3527,14108,Owerri,Bank Transfer,18-25,F,568160,23129,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011475,2023-11-17,11,4,2023,Friday,Dettol Antiseptic 500ml,Personal Care,8,7225,57800,Kaduna,POS,18-25,M,576930,22941,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011476,2022-08-08,8,3,2022,Monday,Golden Penny Spaghetti 500g,Pasta & Noodles,1,2796,2796,Enugu,Bank Transfer,46-60,F,562715,21381,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011477,2024-04-15,4,2,2024,Monday,Onions 1kg,Fresh & Perishable,10,5737,57370,Kano,Cash,26-35,M,550201,22366,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011478,2024-06-07,6,2,2024,Friday,Fresh Tomatoes 1kg,Fresh & Perishable,1,12716,12716,Jos,Cash,26-35,M,555924,23112,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011479,2024-03-15,3,1,2024,Friday,Dangote Noodles 70g,Pasta & Noodles,6,2167,13002,Port Harcourt,Cash,36-45,M,546658,84925F,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011480,2023-11-28,11,4,2023,Tuesday,Cerelac Wheat 400g,Baby & Infant,12,2507,30084,Benin City,POS,18-25,F,579093,22910,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011481,2022-12-14,12,4,2022,Wednesday,Palm Oil 2L,Cooking Oils & Fats,6,1436,8616,Abuja,Cash,18-25,F,538799,21243,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011482,2023-10-17,10,4,2023,Tuesday,Bleach 1L,Household Essentials,3,467,1401,Onitsha,Cash,18-25,M,571317,22951,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011483,2022-06-29,6,2,2022,Wednesday,Onions 1kg,Fresh & Perishable,4,2507,10028,Ilorin,POS,26-35,F,558416,85123A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011484,2023-09-26,9,3,2023,Tuesday,Chin-Chin 500g,Snacks & Confectionery,4,2796,11184,Benin City,Bank Transfer,26-35,F,568346,22897,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011485,2024-06-23,6,2,2024,Sunday,Huggies Medium 32pk,Baby & Infant,6,3527,21162,Benin City,Cash,18-25,F,557801,23239,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011486,2023-11-03,11,4,2023,Friday,Peak Milk Tin 400g,Beverages,1,357,357,Kaduna,Bank Transfer,46-60,F,574287,22155,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011487,2023-09-14,9,3,2023,Thursday,Coca-Cola Crate 24,Beverages,12,1062,12744,Port Harcourt,Bank Transfer,18-25,F,566739,23076,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011488,2023-03-25,3,1,2023,Saturday,Indomie Noodles 70g,Snacks & Confectionery,12,1402,16824,Abuja,Cash,26-35,F,547793,22759,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011489,2023-08-31,8,3,2023,Thursday,Gala Sausage Roll,Snacks & Confectionery,1,50000,50000,Kano,Bank Transfer,18-25,M,564862,POST,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011490,2022-10-25,10,4,2022,Tuesday,Eggs Crate 30,Fresh & Perishable,1,3187,3187,Port Harcourt,Cash,18-25,M,572662,23082,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011491,2023-09-04,9,3,2023,Monday,Gala Sausage Roll,Snacks & Confectionery,4,3612,14448,Kaduna,Cash,46-60,F,565427,72802A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011492,2024-08-05,8,3,2024,Monday,Fresh Tomatoes 1kg,Fresh & Perishable,12,671,8052,Kaduna,POS,36-45,F,562465,37342,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011493,2023-11-09,11,4,2023,Thursday,Onions 1kg,Fresh & Perishable,1,3527,3527,Ibadan,POS,46-60,F,575298,84997B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011494,2024-01-20,1,1,2024,Saturday,Huggies Medium 32pk,Baby & Infant,2,3187,6374,Benin City,Cash,46-60,F,541684,21836,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011495,2022-11-11,11,4,2022,Friday,Wheat Flour 5kg,Grains & Cereals,12,1062,12744,Abuja,Bank Transfer,60+,F,575854,85034B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0011496,2024-11-11,11,4,2024,Monday,Pringles Original 150g,Snacks & Confectionery,12,357,4284,Enugu,POS,26-35,M,575760,22816,UCI Online Retail Dataset (Nigerian market adaptation)
